x,l
http://vocab.getty.edu/aat/300310102,buttonhole stitches (lace stitches)
http://vocab.getty.edu/aat/300231657,Nottingham lace
http://vocab.getty.edu/aat/300265544,alternative comics
http://vocab.getty.edu/aat/300375683,mandorlas
http://vocab.getty.edu/aat/300263516,courvoisiers (animation cels)
http://vocab.getty.edu/aat/300262735,atal
http://vocab.getty.edu/aat/300435481,parata
http://vocab.getty.edu/aat/300438365,seed beads
http://vocab.getty.edu/aat/300395621,finger rosaries
http://vocab.getty.edu/aat/300266169,bird-and-flower paintings
http://vocab.getty.edu/aat/300417667,seals (marks)
http://vocab.getty.edu/aat/300445517,topilli
http://vocab.getty.edu/aat/300263288,hawk's nest models
http://vocab.getty.edu/aat/300343598,pietra dura (visual works)
http://vocab.getty.edu/aat/300400698,Armenian alphabet
http://vocab.getty.edu/aat/300253909,foliate masks
http://vocab.getty.edu/aat/300299789,painted crosses
http://vocab.getty.edu/aat/300137299,interpositives
http://vocab.getty.edu/aat/300310110,streaming video
http://vocab.getty.edu/aat/300216626,dishcloths
http://vocab.getty.edu/aat/300298907,arundos (eucharistic)
http://vocab.getty.edu/aat/300248835,crucifixes
http://vocab.getty.edu/aat/300379627,geological specimens
http://vocab.getty.edu/aat/300389985,ship portraits
http://vocab.getty.edu/aat/300263409,Fairyland Lustre
http://vocab.getty.edu/aat/300418051,dust guards (visual works components)
http://vocab.getty.edu/aat/300262830,<beads by function>
http://vocab.getty.edu/aat/300391100,anointing wands
http://vocab.getty.edu/aat/300234144,devotional objects
http://vocab.getty.edu/aat/300248064,gold braid
http://vocab.getty.edu/aat/300227804,complementary warp
http://vocab.getty.edu/aat/300227805,complementary weft
http://vocab.getty.edu/aat/300379364,appliqué (metalwork ornament)
http://vocab.getty.edu/aat/300227858,nap (textile component)
http://vocab.getty.edu/aat/300256578,Battenberg lace
http://vocab.getty.edu/aat/300227817,cut pile
http://vocab.getty.edu/aat/300228368,box pleats
http://vocab.getty.edu/aat/300265145,Bhagavad-gītās
http://vocab.getty.edu/aat/300222050,baby dolls (recreational dolls)
http://vocab.getty.edu/aat/300211324,Kewpie dolls
http://vocab.getty.edu/aat/300041991,marimbas
http://vocab.getty.edu/aat/300211180,peepshows
http://vocab.getty.edu/aat/300211910,enkolpia
http://vocab.getty.edu/aat/300310132,caurī
http://vocab.getty.edu/aat/300264502,artist dolls
http://vocab.getty.edu/aat/300136025,dollhouses
http://vocab.getty.edu/aat/300211751,walking dolls
http://vocab.getty.edu/aat/300264346,chains of office
http://vocab.getty.edu/aat/300391143,rotating tabernacles
http://vocab.getty.edu/aat/300264587,tapestries à alentours
http://vocab.getty.edu/aat/300202507,allegories (literary works)
http://vocab.getty.edu/aat/300026459,breviaries
http://vocab.getty.edu/aat/300198805,altar cruets
http://vocab.getty.edu/aat/300195449,carillons
http://vocab.getty.edu/aat/300420042,alms boxes
http://vocab.getty.edu/aat/300395596,ballot chalices
http://vocab.getty.edu/aat/300446658,bhūtas (visual works)
http://vocab.getty.edu/aat/300191087,<visual works by form>
http://vocab.getty.edu/aat/300231323,automata
http://vocab.getty.edu/aat/300015634,caricatures
http://vocab.getty.edu/aat/300202374,clip art
http://vocab.getty.edu/aat/300386734,"body art (visual works, adornment)"
http://vocab.getty.edu/aat/300121446,air art
http://vocab.getty.edu/aat/300419977,artificial flora
http://vocab.getty.edu/aat/300390537,hemp-fiber brush strokes
http://vocab.getty.edu/aat/300047196,junk sculpture
http://vocab.getty.edu/aat/300300917,chasse reliquaries
http://vocab.getty.edu/aat/300232145,chou (material)
http://vocab.getty.edu/aat/300184750,gaines (sculpture components)
http://vocab.getty.edu/aat/300265726,bi (ceremonial disk)
http://vocab.getty.edu/aat/300047935,happenings
http://vocab.getty.edu/aat/300264825,quadriptychs
http://vocab.getty.edu/aat/300266030,devotional pictures
http://vocab.getty.edu/aat/300266031,milagros (ex-votos)
http://vocab.getty.edu/aat/300041538,monotypes (planographic prints)
http://vocab.getty.edu/aat/300178263,giornate
http://vocab.getty.edu/aat/300266217,ink washes
http://vocab.getty.edu/aat/300265080,shoujuan
http://vocab.getty.edu/aat/300310077,monoprints (painting and printing works)
http://vocab.getty.edu/aat/300188807,half stereographs
http://vocab.getty.edu/aat/300265756,Queen's ware
http://vocab.getty.edu/aat/300265236,aegricanes
http://vocab.getty.edu/aat/300128364,color transparencies
http://vocab.getty.edu/aat/300128675,gelatin silver transparencies
http://vocab.getty.edu/aat/300265054,bodegones (genre works)
http://vocab.getty.edu/aat/300134733,chronophotographs
http://vocab.getty.edu/aat/300264956,Cistercian ware
http://vocab.getty.edu/aat/300249951,phototypes (prints)
http://vocab.getty.edu/aat/300154372,relief halftones (prints)
http://vocab.getty.edu/aat/300312138,ink-photos
http://vocab.getty.edu/aat/300417958,black-and-white films (visual works)
http://vocab.getty.edu/aat/300127264,cased photographs
http://vocab.getty.edu/aat/300263894,great-circle charts
http://vocab.getty.edu/aat/300134775,holograms
http://vocab.getty.edu/aat/300128357,color negatives
http://vocab.getty.edu/aat/300265083,clichés-verre (negatives)
http://vocab.getty.edu/aat/300128361,color prints (photographs)
http://vocab.getty.edu/aat/300393236,anthotypes
http://vocab.getty.edu/aat/300445638,exhibition installation photographs
http://vocab.getty.edu/aat/300411396,bromoil transfer prints
http://vocab.getty.edu/aat/300211106,hand puppets
http://vocab.getty.edu/aat/300132869,bobbin lace
http://vocab.getty.edu/aat/300400582,Binche bobbin lace
http://vocab.getty.edu/aat/300133179,lines drawings (ships plans)
http://vocab.getty.edu/aat/300419325,x-radiographs
http://vocab.getty.edu/aat/300134781,transmission holograms
http://vocab.getty.edu/aat/300132226,outboard profiles
http://vocab.getty.edu/aat/300128359,color photographs
http://vocab.getty.edu/aat/300134941,gem photographs
http://vocab.getty.edu/aat/300189480,later prints
http://vocab.getty.edu/aat/300127131,cabinet photographs
http://vocab.getty.edu/aat/300249949,hyalotypes (albumen prints)
http://vocab.getty.edu/aat/300412105,color carbon prints
http://vocab.getty.edu/aat/300393160,glass plate negatives
http://vocab.getty.edu/aat/300127181,daguerreotypes (photographs)
http://vocab.getty.edu/aat/300134949,gum bichromate prints
http://vocab.getty.edu/aat/300128366,color slides
http://vocab.getty.edu/aat/300123224,political cartoons
http://vocab.getty.edu/aat/300254374,double portraits
http://vocab.getty.edu/aat/300138191,positives (photographs)
http://vocab.getty.edu/aat/300264341,documentary photographs
http://vocab.getty.edu/aat/300137294,<photographs by processing or presentation technique>
http://vocab.getty.edu/aat/300105664,Kelsterbach
http://vocab.getty.edu/aat/300390573,single-channel video
http://vocab.getty.edu/aat/300419347,stone rubbings
http://vocab.getty.edu/aat/300081078,preparatory studies
http://vocab.getty.edu/aat/300395614,tower monstrances
http://vocab.getty.edu/aat/300100203,cross-contour drawings (line drawings)
http://vocab.getty.edu/aat/300263976,oblique perspectives (perspective views)
http://vocab.getty.edu/aat/300264826,palas (altarpieces)
http://vocab.getty.edu/aat/300076600,plots (computer drawings)
http://vocab.getty.edu/aat/300034403,student drawings
http://vocab.getty.edu/aat/300078928,gouaches (paintings)
http://vocab.getty.edu/aat/300034446,design development drawings
http://vocab.getty.edu/aat/300419262,building information models
http://vocab.getty.edu/aat/300034017,orthographic projections (images)
http://vocab.getty.edu/aat/300224504,attributes (symbols)
http://vocab.getty.edu/aat/300127009,<photographs by function>
http://vocab.getty.edu/aat/300047107,<sculpture by function>
http://vocab.getty.edu/aat/300190463,book objects
http://vocab.getty.edu/aat/300262955,boliw
http://vocab.getty.edu/aat/300443875,architectural sculptors
http://vocab.getty.edu/aat/300047203,carvings (visual works)
http://vocab.getty.edu/aat/300184735,direct metal sculpture
http://vocab.getty.edu/aat/300391362,scholar's rocks
http://vocab.getty.edu/aat/300184782,high reliefs (sculpture)
http://vocab.getty.edu/aat/300186588,chryselephantine sculpture
http://vocab.getty.edu/aat/300395464,Buddhapadas
http://vocab.getty.edu/aat/300262978,bieri
http://vocab.getty.edu/aat/300262566,minkisi
http://vocab.getty.edu/aat/300264259,alusi
http://vocab.getty.edu/aat/300081090,écorchés (models)
http://vocab.getty.edu/aat/300387585,sound installations
http://vocab.getty.edu/aat/300266709,scrapbooking
http://vocab.getty.edu/aat/300422952,chalice cases
http://vocab.getty.edu/aat/300391159,birth medals
http://vocab.getty.edu/aat/300041970,temple blocks
http://vocab.getty.edu/aat/300042346,asukusuks
http://vocab.getty.edu/aat/300041567,original prints
http://vocab.getty.edu/aat/300041286,chuban (Japanese prints)
http://vocab.getty.edu/aat/300390914,marriage prints
http://vocab.getty.edu/aat/300041516,cellocuts
http://vocab.getty.edu/aat/300041340,engravings (prints)
http://vocab.getty.edu/aat/300435286,collage intaglio prints
http://vocab.getty.edu/aat/300041349,drypoints (prints)
http://vocab.getty.edu/aat/300264654,sand-grain mezzotints (prints)
http://vocab.getty.edu/aat/300264649,salt-ground etchings (visual works)
http://vocab.getty.edu/aat/300312143,chalk lithographs
http://vocab.getty.edu/aat/300041393,linocuts (prints)
http://vocab.getty.edu/aat/300264642,tinted wood engravings
http://vocab.getty.edu/aat/300041410,chiaroscuro woodcuts
http://vocab.getty.edu/aat/300041507,nishiki-e
http://vocab.getty.edu/aat/300162562,dye transfer prints
http://vocab.getty.edu/aat/300264641,Baxter-process prints
http://vocab.getty.edu/aat/300077360,feather banding
http://vocab.getty.edu/aat/300186101,druggets
http://vocab.getty.edu/aat/300033619,<paintings by location or context>
http://vocab.getty.edu/aat/300264522,illuminations (paintings)
http://vocab.getty.edu/aat/300265620,double-sided paintings
http://vocab.getty.edu/aat/300264593,cornice pictures
http://vocab.getty.edu/aat/300265079,hanging scrolls
http://vocab.getty.edu/aat/300387207,red-figure vase paintings (visual works)
http://vocab.getty.edu/aat/300264815,bark paintings
http://vocab.getty.edu/aat/300266187,papiers collés
http://vocab.getty.edu/aat/300034698,<drawings by material or technique>
http://vocab.getty.edu/aat/300072982,cutaways (images)
http://vocab.getty.edu/aat/300034043,plan oblique drawings
http://vocab.getty.edu/aat/300034003,cavalier oblique drawings
http://vocab.getty.edu/aat/300034065,elevations (orthographic projections)
http://vocab.getty.edu/aat/300034029,isometric projections (images)
http://vocab.getty.edu/aat/300100171,interior elevations
http://vocab.getty.edu/aat/300034157,building plans
http://vocab.getty.edu/aat/300075472,traces (fortification plans)
http://vocab.getty.edu/aat/300034135,grading plans
http://vocab.getty.edu/aat/300100166,foundation plans
http://vocab.getty.edu/aat/300034182,typical floor plans
http://vocab.getty.edu/aat/300034218,HVAC plans
http://vocab.getty.edu/aat/300034254,cross sections (orthographic projections)
http://vocab.getty.edu/aat/300100179,interior perspectives
http://vocab.getty.edu/aat/300034393,as-built drawings
http://vocab.getty.edu/aat/300034442,cartoons (working drawings)
http://vocab.getty.edu/aat/300034486,minor assembly drawings
http://vocab.getty.edu/aat/300034563,plumbing drawings
http://vocab.getty.edu/aat/300263511,animation cels
http://vocab.getty.edu/aat/300034443,composition drawings
http://vocab.getty.edu/aat/300034557,mechanical drawings (building systems drawings)
http://vocab.getty.edu/aat/300075496,flood-prone-area maps
http://vocab.getty.edu/aat/300028284,natural-gas-pipelines maps
http://vocab.getty.edu/aat/300028309,navigation charts
http://vocab.getty.edu/aat/300028325,nautical charts
http://vocab.getty.edu/aat/300028327,coastal charts
http://vocab.getty.edu/aat/300028440,national maps
http://vocab.getty.edu/aat/300028689,videotapes
http://vocab.getty.edu/aat/300028692,videocassettes
http://vocab.getty.edu/aat/300264686,Betacam (TM)
http://vocab.getty.edu/aat/300028779,<marks by location or context>
http://vocab.getty.edu/aat/300028754,impressed watermarks
http://vocab.getty.edu/aat/300028759,cancellation marks
http://vocab.getty.edu/aat/300028780,back stamps
http://vocab.getty.edu/aat/300027311,<plans by subject type>
http://vocab.getty.edu/aat/300027312,municipal plans (reports)
http://vocab.getty.edu/aat/300026466,evangeliaries
http://vocab.getty.edu/aat/300211807,siddurim
http://vocab.getty.edu/aat/300379981,Talavera
http://vocab.getty.edu/aat/300044016,brasswork (visual works)
http://vocab.getty.edu/aat/300264561,micromosaics
http://vocab.getty.edu/aat/300263410,Mauchline ware
http://vocab.getty.edu/aat/300072730,funicular lines (diagrams)
http://vocab.getty.edu/aat/300015513,<views by scope>
http://vocab.getty.edu/aat/300264745,back views
http://vocab.getty.edu/aat/300404144,imaginary views
http://vocab.getty.edu/aat/300015584,<illustrations by subject type>
http://vocab.getty.edu/aat/300015589,courtroom illustrations
http://vocab.getty.edu/aat/300264511,subway graffiti
http://vocab.getty.edu/aat/300132264,pochades
http://vocab.getty.edu/aat/300047838,bozzetti
http://vocab.getty.edu/aat/300262922,<comics by subject type>
http://vocab.getty.edu/aat/300435106,flat landscapes
http://vocab.getty.edu/aat/300438830,artists' portraits
http://vocab.getty.edu/aat/300265050,fish pieces
http://vocab.getty.edu/aat/300257519,linens (textile works)
http://vocab.getty.edu/aat/300189329,art glass (ornamental visual works)
http://vocab.getty.edu/aat/300140803,earthenware
http://vocab.getty.edu/aat/300261170,caneware
http://vocab.getty.edu/aat/300008026,effigy mounds (monuments)
http://vocab.getty.edu/aat/300021170,maiolica
http://vocab.getty.edu/aat/300420369,artificial fruit
http://vocab.getty.edu/aat/300423129,christmas tree light
http://vocab.getty.edu/aat/300047469,half figures
http://vocab.getty.edu/aat/300404890,show prints (motion pictures)
http://vocab.getty.edu/aat/300410271,throw-ups (graffiti works)
http://vocab.getty.edu/aat/300380312,Easter eggs
http://vocab.getty.edu/aat/300395532,pelts (animal skins)
http://vocab.getty.edu/aat/300404028,disassembled works
http://vocab.getty.edu/aat/300263328,kangas (textile)
http://vocab.getty.edu/aat/300010666,pottery (visual works)
http://vocab.getty.edu/aat/300301418,Italic terra sigillata
http://vocab.getty.edu/aat/300387078,Arita ware
http://vocab.getty.edu/aat/300411660,interior design models
http://vocab.getty.edu/aat/300312248,laser prints
http://vocab.getty.edu/aat/300301395,African terra sigillata A1/2
http://vocab.getty.edu/aat/300301422,north Italic terra sigillata
http://vocab.getty.edu/aat/300301424,eastern sigillata B1
http://vocab.getty.edu/aat/300265622,Piezo (R) prints
http://vocab.getty.edu/aat/300266067,cardinal's rings
http://vocab.getty.edu/aat/300412081,rasters
http://vocab.getty.edu/aat/300263850,frames (motion picture components)
http://vocab.getty.edu/aat/300310750,kinji
http://vocab.getty.edu/aat/300386502,chikankari
http://vocab.getty.edu/aat/300227885,reverse appliqué
http://vocab.getty.edu/aat/300264024,embroidery (visual works)
http://vocab.getty.edu/aat/300410274,whole cars
http://vocab.getty.edu/aat/300263404,glossed Bibles
http://vocab.getty.edu/aat/300310101,buttonhole stitches (edge stitches)
http://vocab.getty.edu/aat/300264612,point de neige
http://vocab.getty.edu/aat/300041316,bon à tirer proofs
http://vocab.getty.edu/aat/300389973,prayer nuts
http://vocab.getty.edu/aat/300265070,pirogue ornaments
http://vocab.getty.edu/aat/300404891,shell beads
http://vocab.getty.edu/aat/300265264,fancy pictures
http://vocab.getty.edu/aat/300262844,stamps (marks)
http://vocab.getty.edu/aat/300263290,lift models
http://vocab.getty.edu/aat/300262915,horror comics
http://vocab.getty.edu/aat/300446940,prabhāvalī
http://vocab.getty.edu/aat/300263514,limited edition cels
http://vocab.getty.edu/aat/300256135,Cyrillic
http://vocab.getty.edu/aat/300411443,commemorative plaques
http://vocab.getty.edu/aat/300435257,tronies
http://vocab.getty.edu/aat/300127318,masks (transparencies)
http://vocab.getty.edu/aat/300216638,dish towels
http://vocab.getty.edu/aat/300266189,electronic image components
http://vocab.getty.edu/aat/300262853,<beads by geographic origin>
http://vocab.getty.edu/aat/300264357,bhavacakras
http://vocab.getty.edu/aat/300234147,liturgical objects
http://vocab.getty.edu/aat/300298908,aspergilla
http://vocab.getty.edu/aat/300263684,hand crosses
http://vocab.getty.edu/aat/300379591,natural history specimens
http://vocab.getty.edu/aat/300040419,banding
http://vocab.getty.edu/aat/300227868,pile (textile component)
http://vocab.getty.edu/aat/300231713,Brussels lace (needle lace)
http://vocab.getty.edu/aat/300227845,knotted pile
http://vocab.getty.edu/aat/300228430,cartridge pleats
http://vocab.getty.edu/aat/300227865,flushing warp
http://vocab.getty.edu/aat/300227852,main weft
http://vocab.getty.edu/aat/300230761,bisque dolls
http://vocab.getty.edu/aat/300042204,zezes
http://vocab.getty.edu/aat/300264513,Bibles
http://vocab.getty.edu/aat/300212149,crosiers (episcopal)
http://vocab.getty.edu/aat/300298934,aurifrisia
http://vocab.getty.edu/aat/300375250,boudoir dolls
http://vocab.getty.edu/aat/300211187,praxinoscopes
http://vocab.getty.edu/aat/300390943,wall tabernacles
http://vocab.getty.edu/aat/300391103,caeremonial episcopora
http://vocab.getty.edu/aat/300205015,verdures
http://vocab.getty.edu/aat/300421067,bread basket napkins
http://vocab.getty.edu/aat/300198816,aspersoriums (liturgical vessels)
http://vocab.getty.edu/aat/300444084,antidoron bowls
http://vocab.getty.edu/aat/300404254,seminarian's chalices
http://vocab.getty.edu/aat/300391097,sanctus gongs
http://vocab.getty.edu/aat/300391158,prayer flags
http://vocab.getty.edu/aat/300443512,cǎihuà
http://vocab.getty.edu/aat/300311498,bamboo work (visual works)
http://vocab.getty.edu/aat/300446246,āyudhapuruṣas
http://vocab.getty.edu/aat/300227830,fringe
http://vocab.getty.edu/aat/300185378,warning coats
http://vocab.getty.edu/aat/300184647,brasses (memorials)
http://vocab.getty.edu/aat/300185447,living sculpture
http://vocab.getty.edu/aat/300390539,Mi dots
http://vocab.getty.edu/aat/300404388,lipsanothecas
http://vocab.getty.edu/aat/300262874,blolo bian
http://vocab.getty.edu/aat/300400472,bricolage (works)
http://vocab.getty.edu/aat/300191089,<visual works by function>
http://vocab.getty.edu/aat/300234006,beads (pierced objects)
http://vocab.getty.edu/aat/300379884,cycloramas
http://vocab.getty.edu/aat/300404077,companion pieces (general works)
http://vocab.getty.edu/aat/300390945,hagiographic prints
http://vocab.getty.edu/aat/300178450,paint layers
http://vocab.getty.edu/aat/300178448,overpaint (paint layer)
http://vocab.getty.edu/aat/300041424,photomechanical prints
http://vocab.getty.edu/aat/300134686,parallax stereograms
http://vocab.getty.edu/aat/300015387,diagrams
http://vocab.getty.edu/aat/300265051,coortegardjes
http://vocab.getty.edu/aat/300134966,instantaneous photographs
http://vocab.getty.edu/aat/300163214,creamware
http://vocab.getty.edu/aat/300265036,photochroms
http://vocab.getty.edu/aat/300132238,rigging plans
http://vocab.getty.edu/aat/300138231,children's films
http://vocab.getty.edu/aat/300166116,clichés-verre (photographic prints)
http://vocab.getty.edu/aat/300028162,astronautical charts
http://vocab.getty.edu/aat/300127104,photographic prints
http://vocab.getty.edu/aat/300241140,dry collodion negatives
http://vocab.getty.edu/aat/300127163,aristotypes (photographs)
http://vocab.getty.edu/aat/300226299,fashion photographs
http://vocab.getty.edu/aat/300211126,marionettes (stringed puppets)
http://vocab.getty.edu/aat/300138319,oil prints (photographic prints)
http://vocab.getty.edu/aat/300264608,chemical lace
http://vocab.getty.edu/aat/300400685,blonde
http://vocab.getty.edu/aat/300418028,family portraits
http://vocab.getty.edu/aat/300127013,<photographs by form: color>
http://vocab.getty.edu/aat/300256470,forensic photographs
http://vocab.getty.edu/aat/300134977,lantern slides
http://vocab.getty.edu/aat/300136571,negative prints
http://vocab.getty.edu/aat/300127141,cartes-de-visite (card photographs)
http://vocab.getty.edu/aat/300134956,halftone negatives
http://vocab.getty.edu/aat/300134877,diffusion transfer prints
http://vocab.getty.edu/aat/300298799,portable altarpieces
http://vocab.getty.edu/aat/300215301,wireframe drawings
http://vocab.getty.edu/aat/300100207,outline drawings
http://vocab.getty.edu/aat/300034319,one-point perspectives (perspective views)
http://vocab.getty.edu/aat/300034458,schematic drawings
http://vocab.getty.edu/aat/300418056,computer-aided designs (visual works)
http://vocab.getty.edu/aat/300034294,perspective views (images)
http://vocab.getty.edu/aat/300123036,emblems (symbols)
http://vocab.getty.edu/aat/300047199,object sculpture
http://vocab.getty.edu/aat/300186923,found object sculpture
http://vocab.getty.edu/aat/300047724,death masks
http://vocab.getty.edu/aat/300211087,dolls (figurines)
http://vocab.getty.edu/aat/300264264,arugba
http://vocab.getty.edu/aat/300262862,half models
http://vocab.getty.edu/aat/300422178,communion spoons
http://vocab.getty.edu/aat/300404225,baptismal ewers
http://vocab.getty.edu/aat/300391160,commemorative medals
http://vocab.getty.edu/aat/300127011,<photographs by technique>
http://vocab.getty.edu/aat/300047124,<sculpture by location or context>
http://vocab.getty.edu/aat/300404170,elbow stones
http://vocab.getty.edu/aat/300262491,commemorative sculpture
http://vocab.getty.edu/aat/300379328,architectural sculpture
http://vocab.getty.edu/aat/300047806,casts (sculpture)
http://vocab.getty.edu/aat/300390996,carillon bells
http://vocab.getty.edu/aat/300042266,egobolis
http://vocab.getty.edu/aat/300077362,straight banding
http://vocab.getty.edu/aat/300041194,monopodia
http://vocab.getty.edu/aat/300265481,interpretive prints
http://vocab.getty.edu/aat/300041281,hashira-e (prints)
http://vocab.getty.edu/aat/300378989,perspective view prints
http://vocab.getty.edu/aat/300443870,chemitypes
http://vocab.getty.edu/aat/300041365,etchings (prints)
http://vocab.getty.edu/aat/300435285,collage relief prints
http://vocab.getty.edu/aat/300041352,line engravings (prints)
http://vocab.getty.edu/aat/300264653,sand-grain etchings (visual works)
http://vocab.getty.edu/aat/300041383,color lithographs
http://vocab.getty.edu/aat/300041396,metal cuts
http://vocab.getty.edu/aat/300041412,color woodcuts (prints)
http://vocab.getty.edu/aat/300160813,etched daguerreotype prints
http://vocab.getty.edu/aat/300265179,"chromotypes (general, color prints)"
http://vocab.getty.edu/aat/300033701,<paintings by material or technique>
http://vocab.getty.edu/aat/300033934,mummy portraits
http://vocab.getty.edu/aat/300194372,dummy board figures
http://vocab.getty.edu/aat/300264592,spalliere (paintings)
http://vocab.getty.edu/aat/300410350,canvas paintings
http://vocab.getty.edu/aat/300181912,photocollages (photographic compositions)
http://vocab.getty.edu/aat/300078918,<drawings by maker>
http://vocab.getty.edu/aat/300034010,exploded views
http://vocab.getty.edu/aat/300075477,"general oblique projections (axonometric projections, images)"
http://vocab.getty.edu/aat/300034063,multiview projections (visual works)
http://vocab.getty.edu/aat/300033982,"oblique projections (axonometric projections, images)"
http://vocab.getty.edu/aat/300140152,laid-out elevations
http://vocab.getty.edu/aat/300133185,deck plans
http://vocab.getty.edu/aat/300034137,landscaping plans
http://vocab.getty.edu/aat/300034192,framing plans
http://vocab.getty.edu/aat/300034221,plumbing plans
http://vocab.getty.edu/aat/300034264,half sections
http://vocab.getty.edu/aat/300034336,partial perspectives
http://vocab.getty.edu/aat/300034381,competition drawings
http://vocab.getty.edu/aat/300034540,construction drawings
http://vocab.getty.edu/aat/300034530,subassembly drawings
http://vocab.getty.edu/aat/300263513,animation drawings
http://vocab.getty.edu/aat/300034494,detail drawings (drawings)
http://vocab.getty.edu/aat/300386146,cakras (weapons)
http://vocab.getty.edu/aat/300028206,hydrologic maps
http://vocab.getty.edu/aat/300028294,watermain maps
http://vocab.getty.edu/aat/300028257,plotting charts
http://vocab.getty.edu/aat/300028333,marine charts
http://vocab.getty.edu/aat/300028442,world maps
http://vocab.getty.edu/aat/300264690,Mini-DV
http://vocab.getty.edu/aat/300262842,<marks by process or technique>
http://vocab.getty.edu/aat/300265041,light-and-shade watermarks
http://vocab.getty.edu/aat/300194628,chop marks (coin marks)
http://vocab.getty.edu/aat/300028783,brick stamps
http://vocab.getty.edu/aat/300027314,regional plans (reports)
http://vocab.getty.edu/aat/300047333,bronzes (visual works)
http://vocab.getty.edu/aat/300449031,woodcarvings (visual works)
http://vocab.getty.edu/aat/300072734,funicular polygons (diagrams)
http://vocab.getty.edu/aat/300015529,bird's-eye views
http://vocab.getty.edu/aat/300015551,partial views
http://vocab.getty.edu/aat/300015593,fashion illustrations (layout features)
http://vocab.getty.edu/aat/300015618,preliminary sketches (sketches)
http://vocab.getty.edu/aat/300417328,idealized landscapes (visual works)
http://vocab.getty.edu/aat/300438831,children's portraits
http://vocab.getty.edu/aat/300265045,flower pieces
http://vocab.getty.edu/aat/300411327,loom widths (visual works)
http://vocab.getty.edu/aat/300391321,fritware
http://vocab.getty.edu/aat/300387417,Cizhou
http://vocab.getty.edu/aat/300417942,filigree glassware
http://vocab.getty.edu/aat/300391161,gedachteniskruisjes
http://vocab.getty.edu/aat/300265414,geoglyphs
http://vocab.getty.edu/aat/300233427,greenware
http://vocab.getty.edu/aat/300238593,ironstone (pottery)
http://vocab.getty.edu/aat/300391169,glass in concrete (visual works)
http://vocab.getty.edu/aat/300395465,patolas (textiles)
http://vocab.getty.edu/aat/300044027,copperwork (visual works)
http://vocab.getty.edu/aat/300412049,histograms
http://vocab.getty.edu/aat/300117446,close-up views
http://vocab.getty.edu/aat/300264665,prospects (views)
http://vocab.getty.edu/aat/300015595,scientific illustrations (images)
http://vocab.getty.edu/aat/300117554,travel sketches
http://vocab.getty.edu/aat/300411358,mountain landscapes (visual works)
http://vocab.getty.edu/aat/300310622,chinzō
http://vocab.getty.edu/aat/300265046,fruit pieces
http://vocab.getty.edu/aat/300137972,<maps by subject type>
http://vocab.getty.edu/aat/300028210,isogonic charts
http://vocab.getty.edu/aat/300075498,river charts
http://vocab.getty.edu/aat/300418022,city maps
http://vocab.getty.edu/aat/300264683,VHS
http://vocab.getty.edu/aat/300265037,shaded watermarks
http://vocab.getty.edu/aat/300028760,collectors' marks
http://vocab.getty.edu/aat/300266689,chain lines
http://vocab.getty.edu/aat/300262836,<paintings by subject type>
http://vocab.getty.edu/aat/300033644,mural paintings (visual works)
http://vocab.getty.edu/aat/300177435,easel paintings (paintings by form)
http://vocab.getty.edu/aat/300404909,casein paintings (visual works)
http://vocab.getty.edu/aat/300034783,<drawings by subject type>
http://vocab.getty.edu/aat/300068504,<images by method of projection>
http://vocab.getty.edu/aat/300034104,plans (orthographic projections)
http://vocab.getty.edu/aat/300034058,trimetric projections (images)
http://vocab.getty.edu/aat/300034092,partial elevations
http://vocab.getty.edu/aat/300078912,ichnographic plans
http://vocab.getty.edu/aat/300263890,masonry plans
http://vocab.getty.edu/aat/300034249,longitudinal sections
http://vocab.getty.edu/aat/300101707,<perspective views by point of view>
http://vocab.getty.edu/aat/300034490,contract drawings
http://vocab.getty.edu/aat/300034518,shop drawings
http://vocab.getty.edu/aat/300100184,blot drawings (drawings)
http://vocab.getty.edu/aat/300034549,electrical drawings
http://vocab.getty.edu/aat/300041569,reproductive prints
http://vocab.getty.edu/aat/300310953,hosoban (prints)
http://vocab.getty.edu/aat/300444085,pilgrimage prints
http://vocab.getty.edu/aat/300041339,collagraphs (prints)
http://vocab.getty.edu/aat/300438598,photoglyphic engravings (prints)
http://vocab.getty.edu/aat/300435284,metal prints
http://vocab.getty.edu/aat/300041356,mezzotints (prints)
http://vocab.getty.edu/aat/300041376,soft-ground etchings (visual works)
http://vocab.getty.edu/aat/300254773,lithographic engravings (prints)
http://vocab.getty.edu/aat/300264645,relief compound prints
http://vocab.getty.edu/aat/300410511,nían hùa
http://vocab.getty.edu/aat/300154358,photoengravings (prints)
http://vocab.getty.edu/aat/300391226,church bells
http://vocab.getty.edu/aat/300391128,devotional medals
http://vocab.getty.edu/aat/300138221,<photographs by subject or context>
http://vocab.getty.edu/aat/300047284,<sculpture by material>
http://vocab.getty.edu/aat/300263918,ëlëkël
http://vocab.getty.edu/aat/300178247,consular diptychs
http://vocab.getty.edu/aat/300184720,column figures
http://vocab.getty.edu/aat/300047195,constructions (sculpture)
http://vocab.getty.edu/aat/300411332,glazed sculpture
http://vocab.getty.edu/aat/300047455,figurines
http://vocab.getty.edu/aat/300262977,edan
http://vocab.getty.edu/aat/300395645,bell jar figures
http://vocab.getty.edu/aat/300188698,historical models
http://vocab.getty.edu/aat/300312372,manicules
http://vocab.getty.edu/aat/300067141,fantastic architecture
