x,l
http://vocab.getty.edu/aat/300000901,angle buttresses
http://vocab.getty.edu/aat/300343365,floating foundations
http://vocab.getty.edu/aat/300111264,combined footings
http://vocab.getty.edu/aat/300000940,cast-in-place piles
http://vocab.getty.edu/aat/300115114,caisson piles
http://vocab.getty.edu/aat/300311552,guyed masts
http://vocab.getty.edu/aat/300447373,lāṅgulabhitti
http://vocab.getty.edu/aat/300000958,compound piers
http://vocab.getty.edu/aat/300001635,antae
http://vocab.getty.edu/aat/300000970,alettes
http://vocab.getty.edu/aat/300001954,<structures by location or context>
http://vocab.getty.edu/aat/300000998,<arches by form>
http://vocab.getty.edu/aat/300001117,bell arches
http://vocab.getty.edu/aat/300001019,French arches
http://vocab.getty.edu/aat/300001076,drop arches
http://vocab.getty.edu/aat/300001091,surmounted arches
http://vocab.getty.edu/aat/300001107,back arches
http://vocab.getty.edu/aat/300001152,archivolts
http://vocab.getty.edu/aat/300001183,keystones
http://vocab.getty.edu/aat/300299536,arch keystones
http://vocab.getty.edu/aat/300105494,cable net structures
http://vocab.getty.edu/aat/300067903,double-cable structures
http://vocab.getty.edu/aat/300001205,folded plate structures
http://vocab.getty.edu/aat/300266342,concrete slabs
http://vocab.getty.edu/aat/300001214,one-way beam and slab systems
http://vocab.getty.edu/aat/300001233,flat plate systems
http://vocab.getty.edu/aat/300079435,tensegrity structures
http://vocab.getty.edu/aat/300192760,rooflike enclosing structures
http://vocab.getty.edu/aat/300001266,air-inflated structures
http://vocab.getty.edu/aat/300386663,aṇḍas (domes)
http://vocab.getty.edu/aat/300446815,padmacchatra
http://vocab.getty.edu/aat/300001323,tension rings
http://vocab.getty.edu/aat/300447008,kōlaja-lambana
http://vocab.getty.edu/aat/300001331,compound vaults
http://vocab.getty.edu/aat/300177111,<compound vaults by form>
http://vocab.getty.edu/aat/300001333,tripartite vaults
http://vocab.getty.edu/aat/300001341,cloister vaults
http://vocab.getty.edu/aat/300001351,stilted vaults
http://vocab.getty.edu/aat/300001352,plowshare vaults
http://vocab.getty.edu/aat/300001363,barrel vaults
http://vocab.getty.edu/aat/300001370,annular vaults
http://vocab.getty.edu/aat/300001385,conoidal vaults
http://vocab.getty.edu/aat/300430183,phonograph cranks
http://vocab.getty.edu/aat/300446757,karṇikā
http://vocab.getty.edu/aat/300446415,karṇaratha
http://vocab.getty.edu/aat/300446590,puṣpapōtikā
http://vocab.getty.edu/aat/300446923,gavākṣanāsī
http://vocab.getty.edu/aat/300447121,puṣpaśākhā
http://vocab.getty.edu/aat/300446856,nāga-dalākṛti
http://vocab.getty.edu/aat/300446577,samatala-vitāna
http://vocab.getty.edu/aat/300446455,ardhanāsī
http://vocab.getty.edu/aat/300446954,miśra-Viṣṇukānta
http://vocab.getty.edu/aat/300446738,Ṛjusūtra
http://vocab.getty.edu/aat/300447222,lāṅgula
http://vocab.getty.edu/aat/300447317,kapōtāsana
http://vocab.getty.edu/aat/300446970,vājana-valabhī
http://vocab.getty.edu/aat/300446828,adhō-kampa
http://vocab.getty.edu/aat/300446761,kōṇa-kūṭa
http://vocab.getty.edu/aat/300447316,pādukā
http://vocab.getty.edu/aat/300446760,tripaṭṭa kumuda
http://vocab.getty.edu/aat/300446309,bhūtapāda
http://vocab.getty.edu/aat/300007450,chantries
http://vocab.getty.edu/aat/300417347,apse chapels
http://vocab.getty.edu/aat/300449111,offset sections
http://vocab.getty.edu/aat/300420038,alligator clips
http://vocab.getty.edu/aat/300420732,bar rails
http://vocab.getty.edu/aat/300429867,register grates
http://vocab.getty.edu/aat/300423694,drain cover
http://vocab.getty.edu/aat/300420565,backpack pump
http://vocab.getty.edu/aat/300430103,roof elements
http://vocab.getty.edu/aat/300423474,column shaft
http://vocab.getty.edu/aat/300422873,ceiling ornament
http://vocab.getty.edu/aat/300420226,antenna insulator
http://vocab.getty.edu/aat/300421747,aerospace transportation accessories
http://vocab.getty.edu/aat/300423610,door track
http://vocab.getty.edu/aat/300421791,aircraft compasses
http://vocab.getty.edu/aat/300431688,turboprop engines
http://vocab.getty.edu/aat/300417789,publishers' cloth bindings
http://vocab.getty.edu/aat/300266362,RAM (computer memory)
http://vocab.getty.edu/aat/300445463,decapitated bodies
http://vocab.getty.edu/aat/300067417,Corinthian order
http://vocab.getty.edu/aat/300404788,Brahmi script
http://vocab.getty.edu/aat/300410264,corpses
http://vocab.getty.edu/aat/300400785,soles (shoe components)
http://vocab.getty.edu/aat/300411356,raisins
http://vocab.getty.edu/aat/300312121,brakes (loom equipment)
http://vocab.getty.edu/aat/300194390,historiated initials
http://vocab.getty.edu/aat/300419437,peacock feathers
http://vocab.getty.edu/aat/300411674,needles (plant components)
http://vocab.getty.edu/aat/300435294,tubers (plant components)
http://vocab.getty.edu/aat/300430223,photographic plate holders
http://vocab.getty.edu/aat/300100537,<pews and pew components>
http://vocab.getty.edu/aat/300404463,side B
http://vocab.getty.edu/aat/300078375,flange dovetail seams
http://vocab.getty.edu/aat/300417474,broader terms
http://vocab.getty.edu/aat/300449150,current terms
http://vocab.getty.edu/aat/300266233,dzi beads
http://vocab.getty.edu/aat/300387260,polyvinyl siloxane
http://vocab.getty.edu/aat/300207490,<bone components as materials>
http://vocab.getty.edu/aat/300033608,joints (connections)
http://vocab.getty.edu/aat/300379537,inductively coupled plasma
http://vocab.getty.edu/aat/300375275,curtain rings
http://vocab.getty.edu/aat/300447142,kakṣāsana
http://vocab.getty.edu/aat/300012989,rapid-curing asphalt
http://vocab.getty.edu/aat/300446869,bālapañjara (architectural element)
http://vocab.getty.edu/aat/300379153,Nestorian (script)
http://vocab.getty.edu/aat/300375399,buds (plant components)
http://vocab.getty.edu/aat/300375291,well sweeps
http://vocab.getty.edu/aat/300375583,pineapple (fruit)
http://vocab.getty.edu/aat/300375414,strawberries (fruits)
http://vocab.getty.edu/aat/300343587,running-standard script
http://vocab.getty.edu/aat/300343580,great seal script
http://vocab.getty.edu/aat/300311994,stacks (shelves)
http://vocab.getty.edu/aat/300007691,nuclear bomb shelters
http://vocab.getty.edu/aat/300343576,cursive script (Chinese scripts)
http://vocab.getty.edu/aat/300343582,modern cursive script
http://vocab.getty.edu/aat/300343584,Qin clerical script
http://vocab.getty.edu/aat/300266351,dynamic microphones
http://vocab.getty.edu/aat/300400578,bellows (camera components)
http://vocab.getty.edu/aat/300266329,focal-plane shutters
http://vocab.getty.edu/aat/300266422,grapefruits (citrus fruits)
http://vocab.getty.edu/aat/300435353,pears
http://vocab.getty.edu/aat/300262559,coconuts (fruits)
http://vocab.getty.edu/aat/300266444,melon (fruit)
http://vocab.getty.edu/aat/300011869,berries
http://vocab.getty.edu/aat/300011897,nuts (plant components)
http://vocab.getty.edu/aat/300190113,rabbets
http://vocab.getty.edu/aat/300266483,serifs
http://vocab.getty.edu/aat/300266731,vinyl polymers
http://vocab.getty.edu/aat/300014506,polyvinyl acetal
http://vocab.getty.edu/aat/300266804,shtenders
http://vocab.getty.edu/aat/300183233,Fresnel lenses
http://vocab.getty.edu/aat/300447336,vitardi
http://vocab.getty.edu/aat/300266142,bhadras
http://vocab.getty.edu/aat/300386145,deuls
http://vocab.getty.edu/aat/300446217,mañcaka
http://vocab.getty.edu/aat/300446364,madhyas-ratha
http://vocab.getty.edu/aat/300446830,talajaṅghā
http://vocab.getty.edu/aat/300266190,pixels
http://vocab.getty.edu/aat/300174227,transverse ridge ribs
http://vocab.getty.edu/aat/300400629,Federmesser points
http://vocab.getty.edu/aat/300404223,baptismal screens
http://vocab.getty.edu/aat/300410508,red lacquer
http://vocab.getty.edu/aat/300266286,flying ribs
http://vocab.getty.edu/aat/300215220,pulpit falls
http://vocab.getty.edu/aat/300265631,fascicles (biological)
http://vocab.getty.edu/aat/300264675,found footage
http://vocab.getty.edu/aat/300227782,broderie perse
http://vocab.getty.edu/aat/300264226,alkane
http://vocab.getty.edu/aat/300012959,starch
http://vocab.getty.edu/aat/300443508,bubbles
http://vocab.getty.edu/aat/300264239,cations
http://vocab.getty.edu/aat/300380379,macromolecules
http://vocab.getty.edu/aat/300310102,buttonhole stitches (lace stitches)
http://vocab.getty.edu/aat/300447218,daṇḍa
http://vocab.getty.edu/aat/300262966,sliding ways
http://vocab.getty.edu/aat/300234157,cut edges
http://vocab.getty.edu/aat/300263378,orlop decks
http://vocab.getty.edu/aat/300263585,<gum resin by product>
http://vocab.getty.edu/aat/300263637,Oxford corners
http://vocab.getty.edu/aat/300048963,gutter spikes
http://vocab.getty.edu/aat/300076122,stalls (religious building fixtures)
http://vocab.getty.edu/aat/300260518,selamliks
http://vocab.getty.edu/aat/300004376,harems
http://vocab.getty.edu/aat/300445464,quetzalahpanehcayotl
http://vocab.getty.edu/aat/300262416,wind-chests
http://vocab.getty.edu/aat/300444049,belt loops
http://vocab.getty.edu/aat/300253506,<antennas by function>
http://vocab.getty.edu/aat/300253525,parabolic antennas
http://vocab.getty.edu/aat/300400698,Armenian alphabet
http://vocab.getty.edu/aat/300260369,sliding poles
http://vocab.getty.edu/aat/300311788,fine bindings
http://vocab.getty.edu/aat/300404917,smartphones
http://vocab.getty.edu/aat/300404294,candied fruit
http://vocab.getty.edu/aat/300395687,antlers (animal components)
http://vocab.getty.edu/aat/300252571,swell components
http://vocab.getty.edu/aat/300252595,swell shutters
http://vocab.getty.edu/aat/300204722,storm pattern rugs
http://vocab.getty.edu/aat/300033548,bolt components
http://vocab.getty.edu/aat/300033554,hinge components
http://vocab.getty.edu/aat/300033559,securing device components
http://vocab.getty.edu/aat/300445437,machoncotl (upper armband with precious feathers)
http://vocab.getty.edu/aat/300375097,range hoods
http://vocab.getty.edu/aat/300248125,<cellulose by product>
http://vocab.getty.edu/aat/300248227,malaqif
http://vocab.getty.edu/aat/300248206,track components
http://vocab.getty.edu/aat/300387561,railroad ties
http://vocab.getty.edu/aat/300252662,lion-head spouts
http://vocab.getty.edu/aat/300446221,mañcabandha
http://vocab.getty.edu/aat/300055457,alterations (object components)
http://vocab.getty.edu/aat/300241584,<components by specific context>
http://vocab.getty.edu/aat/300242031,system components
http://vocab.getty.edu/aat/300223188,frame components
http://vocab.getty.edu/aat/300052683,HVAC components
http://vocab.getty.edu/aat/300106610,fire extinguishing system components
http://vocab.getty.edu/aat/300002224,cresting
http://vocab.getty.edu/aat/300003558,<architectural moldings by location or context>
http://vocab.getty.edu/aat/300212731,land vehicle components
http://vocab.getty.edu/aat/300237974,square rigs
http://vocab.getty.edu/aat/300237999,gunter rigs
http://vocab.getty.edu/aat/300239504,studs (buttons)
http://vocab.getty.edu/aat/300216035,points (fasteners)
http://vocab.getty.edu/aat/300209306,morses
http://vocab.getty.edu/aat/300266294,hard drives
http://vocab.getty.edu/aat/300037353,wall coverings
http://vocab.getty.edu/aat/300193667,court carpets
http://vocab.getty.edu/aat/300188575,temple rugs
http://vocab.getty.edu/aat/300187822,khagangmas
http://vocab.getty.edu/aat/300197998,germetch
http://vocab.getty.edu/aat/300187021,dragon rugs
http://vocab.getty.edu/aat/300187728,Polonaise carpets
http://vocab.getty.edu/aat/300185944,Crivelli carpets
http://vocab.getty.edu/aat/300245524,alpujarras
http://vocab.getty.edu/aat/300234665,platens
http://vocab.getty.edu/aat/300001659,Attic bases
http://vocab.getty.edu/aat/300418051,dust guards (visual works components)
http://vocab.getty.edu/aat/300040601,block feet
http://vocab.getty.edu/aat/300065863,casement stays
http://vocab.getty.edu/aat/300033365,closet knobs
http://vocab.getty.edu/aat/300193695,pushti
http://vocab.getty.edu/aat/300187289,double-niche Ushaks
http://vocab.getty.edu/aat/300248064,gold braid
http://vocab.getty.edu/aat/300227804,complementary warp
http://vocab.getty.edu/aat/300227805,complementary weft
http://vocab.getty.edu/aat/300379364,appliqué (metalwork ornament)
http://vocab.getty.edu/aat/300227858,nap (textile component)
http://vocab.getty.edu/aat/300225922,minute hands
http://vocab.getty.edu/aat/300226800,surface layers
http://vocab.getty.edu/aat/300263498,bannerstones
http://vocab.getty.edu/aat/300227817,cut pile
http://vocab.getty.edu/aat/300228368,box pleats
http://vocab.getty.edu/aat/300219680,keys (frame components)
http://vocab.getty.edu/aat/300404189,altar frontal frames
http://vocab.getty.edu/aat/300042577,kazoos
http://vocab.getty.edu/aat/300224294,keyboard action components
http://vocab.getty.edu/aat/300224312,jacks (action components)
http://vocab.getty.edu/aat/300197573,keyboards (sound device components)
http://vocab.getty.edu/aat/300224832,haute-pieces
http://vocab.getty.edu/aat/300224980,lever actions
http://vocab.getty.edu/aat/300224997,firearms barrel components
http://vocab.getty.edu/aat/300224999,breeches (barrel components)
http://vocab.getty.edu/aat/300225005,breech mechanism components
http://vocab.getty.edu/aat/300083021,frontispieces (illustrations)
http://vocab.getty.edu/aat/300187587,torbas
http://vocab.getty.edu/aat/300204001,pedestal mountings
http://vocab.getty.edu/aat/300222460,umbos
http://vocab.getty.edu/aat/300036854,pig-faced visors
http://vocab.getty.edu/aat/300214819,firearm lock components
http://vocab.getty.edu/aat/300011147,gunflints
http://vocab.getty.edu/aat/300214904,melody pipes
http://vocab.getty.edu/aat/300391086,altar veils
http://vocab.getty.edu/aat/300215239,upholstery foundation components
http://vocab.getty.edu/aat/300215259,edge rolls (upholstery components)
http://vocab.getty.edu/aat/300311489,naphthalene (bituminous material)
http://vocab.getty.edu/aat/300212377,pyrobitumen
http://vocab.getty.edu/aat/300010739,asphalt concrete
http://vocab.getty.edu/aat/300014340,peat
http://vocab.getty.edu/aat/300212612,airframes
http://vocab.getty.edu/aat/300262770,counters (watercraft components)
http://vocab.getty.edu/aat/300380040,lipase
http://vocab.getty.edu/aat/300263455,ngalawa
http://vocab.getty.edu/aat/300228088,chassis (vehicle components)
http://vocab.getty.edu/aat/300011792,organic material
http://vocab.getty.edu/aat/300197059,armor components
http://vocab.getty.edu/aat/300212958,headrails
http://vocab.getty.edu/aat/300211014,condensed typefaces
http://vocab.getty.edu/aat/300195865,text types
http://vocab.getty.edu/aat/300037190,flintlocks
http://vocab.getty.edu/aat/300400808,ax heads
http://vocab.getty.edu/aat/300216317,old style (typeface group)
http://vocab.getty.edu/aat/300211195,chemises (book coverings)
http://vocab.getty.edu/aat/300211469,adhesive bindings (gathered matter components)
http://vocab.getty.edu/aat/300055024,armorial bindings
http://vocab.getty.edu/aat/300211475,perfect bindings (gathered matter components)
http://vocab.getty.edu/aat/300375674,staple bindings
http://vocab.getty.edu/aat/300445420,cueitl (skirt)
http://vocab.getty.edu/aat/300210051,Merovingian chancery script
http://vocab.getty.edu/aat/300210054,berthas
http://vocab.getty.edu/aat/300264615,vandykes (collars)
http://vocab.getty.edu/aat/300210146,Insular minuscule
http://vocab.getty.edu/aat/300210205,humanistic cursive
http://vocab.getty.edu/aat/300253720,engageantes
http://vocab.getty.edu/aat/300248856,helmet liners
http://vocab.getty.edu/aat/300253723,leg-of-mutton sleeves
http://vocab.getty.edu/aat/300224861,plackarts
http://vocab.getty.edu/aat/300387554,antibodies
http://vocab.getty.edu/aat/300192945,osteocalcin
http://vocab.getty.edu/aat/300391143,rotating tabernacles
http://vocab.getty.edu/aat/300195207,Caroline minuscule
http://vocab.getty.edu/aat/300194434,Kufic
http://vocab.getty.edu/aat/300200750,pastry tubes
http://vocab.getty.edu/aat/300209242,Boehm system
http://vocab.getty.edu/aat/300203720,upper bevors
http://vocab.getty.edu/aat/300203507,striking trains
http://vocab.getty.edu/aat/300422985,charcoal grills
http://vocab.getty.edu/aat/300204120,curtain papers
http://vocab.getty.edu/aat/300210998,tube locks
http://vocab.getty.edu/aat/300204128,domino papers
http://vocab.getty.edu/aat/300204043,sanitary papers (wallpaper)
http://vocab.getty.edu/aat/300204057,fill papers
http://vocab.getty.edu/aat/300411562,gilt leather hangings
http://vocab.getty.edu/aat/300014658,paneling
http://vocab.getty.edu/aat/300224857,lower cannons
http://vocab.getty.edu/aat/300037130,knuckle guards
http://vocab.getty.edu/aat/300391148,cloths of honor
http://vocab.getty.edu/aat/300204865,corporals (altar cloths)
http://vocab.getty.edu/aat/300204899,patches (quilt components)
http://vocab.getty.edu/aat/300215238,<upholstery foundations and their components>
http://vocab.getty.edu/aat/300264587,tapestries à alentours
http://vocab.getty.edu/aat/300186759,knots (rug components)
http://vocab.getty.edu/aat/300042261,chordophone components
http://vocab.getty.edu/aat/300203659,grills
http://vocab.getty.edu/aat/300390940,drip rings
http://vocab.getty.edu/aat/300201288,<scripts by function>
http://vocab.getty.edu/aat/300419992,subheadings
http://vocab.getty.edu/aat/300168471,gathered matter components
http://vocab.getty.edu/aat/300266482,letterform components
http://vocab.getty.edu/aat/300210288,display scripts
http://vocab.getty.edu/aat/300224994,<firearm barrels and barrel components>
http://vocab.getty.edu/aat/300343359,Chinese scripts
http://vocab.getty.edu/aat/300257778,centerpieces (layout features)
http://vocab.getty.edu/aat/300045717,stoppers (container components)
http://vocab.getty.edu/aat/300203441,cap covers
http://vocab.getty.edu/aat/300201737,self covers
http://vocab.getty.edu/aat/300205387,breastplate components
http://vocab.getty.edu/aat/300203459,base rings (container components)
http://vocab.getty.edu/aat/300197215,dome covers
http://vocab.getty.edu/aat/300203343,lip spouts
http://vocab.getty.edu/aat/300197553,gnomons
http://vocab.getty.edu/aat/300391171,gold-weights
http://vocab.getty.edu/aat/300209237,pedalboards
http://vocab.getty.edu/aat/300197645,deadbeat escapements
http://vocab.getty.edu/aat/300206217,catchwords
http://vocab.getty.edu/aat/300263629,single headbands
http://vocab.getty.edu/aat/300417232,chapter titles
http://vocab.getty.edu/aat/300210180,Gothic cursive
http://vocab.getty.edu/aat/300196010,compass cards
http://vocab.getty.edu/aat/300196034,counterpoises
http://vocab.getty.edu/aat/300195855,typographic techniques
http://vocab.getty.edu/aat/300213179,kerning
http://vocab.getty.edu/aat/300069732,canopies (structural elements)
http://vocab.getty.edu/aat/300014821,fish glue
http://vocab.getty.edu/aat/300192983,<hair components as material>
http://vocab.getty.edu/aat/300193007,<components column bases>
http://vocab.getty.edu/aat/300446294,hōma
http://vocab.getty.edu/aat/300055033,title pages
http://vocab.getty.edu/aat/300194225,binding components
http://vocab.getty.edu/aat/300253047,bands (binding components)
http://vocab.getty.edu/aat/300266210,icons (script and type signs)
http://vocab.getty.edu/aat/300194308,Roman numerals
http://vocab.getty.edu/aat/300194460,italic (typefaces)
http://vocab.getty.edu/aat/300055055,letters (signs)
http://vocab.getty.edu/aat/300190396,architrave components
http://vocab.getty.edu/aat/300447322,tantraka
http://vocab.getty.edu/aat/300190695,bottoms (object portions)
http://vocab.getty.edu/aat/300010292,versos
http://vocab.getty.edu/aat/300078817,rectos
http://vocab.getty.edu/aat/300042399,bells (aerophone components)
http://vocab.getty.edu/aat/300001916,Pratt trusses
http://vocab.getty.edu/aat/300042611,percussion beaters
http://vocab.getty.edu/aat/300215853,melody strings
http://vocab.getty.edu/aat/300191707,<egg components as materials>
http://vocab.getty.edu/aat/300191730,egg white
http://vocab.getty.edu/aat/300191781,skeleton components (animal components)
http://vocab.getty.edu/aat/300191855,mandibles
http://vocab.getty.edu/aat/300191878,<tooth components as material>
http://vocab.getty.edu/aat/300191881,dentin (material)
http://vocab.getty.edu/aat/300263487,ostrich eggshell
http://vocab.getty.edu/aat/300024720,grindstones (equipment components)
http://vocab.getty.edu/aat/300390537,hemp-fiber brush strokes
http://vocab.getty.edu/aat/300246780,catalognes (coverings)
http://vocab.getty.edu/aat/300186841,<rugs by function>
http://vocab.getty.edu/aat/300185922,large pattern Holbeins
http://vocab.getty.edu/aat/300411612,balatum
http://vocab.getty.edu/aat/300186177,tatamis
http://vocab.getty.edu/aat/300204895,quilt components
http://vocab.getty.edu/aat/300187787,Berber knots
http://vocab.getty.edu/aat/300203858,door rugs
http://vocab.getty.edu/aat/300187210,audience rugs
http://vocab.getty.edu/aat/300187737,re-entrant rugs
http://vocab.getty.edu/aat/300188009,Arraiolos carpets
http://vocab.getty.edu/aat/300185796,cicims
http://vocab.getty.edu/aat/300187157,Brussels carpets
http://vocab.getty.edu/aat/300187319,tapestry Brussels (carpets)
http://vocab.getty.edu/aat/300193690,border-patterned rugs
http://vocab.getty.edu/aat/300187670,hearth components
http://vocab.getty.edu/aat/300052387,front hearths
http://vocab.getty.edu/aat/300003838,crosswalks
http://vocab.getty.edu/aat/300428282,lithographic wax
http://vocab.getty.edu/aat/300014598,mineral wax
http://vocab.getty.edu/aat/300172549,box stretchers
http://vocab.getty.edu/aat/300179658,<burners by fuel type>
http://vocab.getty.edu/aat/300179659,burning fluid burners
http://vocab.getty.edu/aat/300181051,Vienna burners
http://vocab.getty.edu/aat/300179679,drop burners
http://vocab.getty.edu/aat/300180160,duplex burners
http://vocab.getty.edu/aat/300181579,tungsten-halogen lamps
http://vocab.getty.edu/aat/300181798,fog lights
http://vocab.getty.edu/aat/300181477,high-intensity discharge lamps
http://vocab.getty.edu/aat/300181537,metal halide lamps
http://vocab.getty.edu/aat/300182288,low-pressure mercury lamps
http://vocab.getty.edu/aat/300182272,low-pressure sodium lamps
http://vocab.getty.edu/aat/300182341,cockscomb burners
http://vocab.getty.edu/aat/300181660,position lights
http://vocab.getty.edu/aat/300181888,candle sockets
http://vocab.getty.edu/aat/300232336,shades (lighting device components)
http://vocab.getty.edu/aat/300232145,chou (material)
http://vocab.getty.edu/aat/300438826,sucralose
http://vocab.getty.edu/aat/300184750,gaines (sculpture components)
http://vocab.getty.edu/aat/300201054,bifolia
http://vocab.getty.edu/aat/300170763,drawer components
http://vocab.getty.edu/aat/300170764,runners (drawer components)
http://vocab.getty.edu/aat/300033605,handrail brackets
http://vocab.getty.edu/aat/300078348,cap strip seams
http://vocab.getty.edu/aat/300003405,rough-cut joints
http://vocab.getty.edu/aat/300110008,rafter roofs
http://vocab.getty.edu/aat/300001338,<compound vaults by form: profile>
http://vocab.getty.edu/aat/300178263,giornate
http://vocab.getty.edu/aat/300266217,ink washes
http://vocab.getty.edu/aat/300248152,bows (vehicle components)
http://vocab.getty.edu/aat/300002976,blind windows
http://vocab.getty.edu/aat/300447070,antari
http://vocab.getty.edu/aat/300002612,chaînes
http://vocab.getty.edu/aat/300172525,hollow corners
http://vocab.getty.edu/aat/300040589,hollow ends
http://vocab.getty.edu/aat/300040631,colt feet
http://vocab.getty.edu/aat/300041211,<supports by location or context>
http://vocab.getty.edu/aat/300014380,epichlorohydrin elastomer
http://vocab.getty.edu/aat/300040377,furniture back components
http://vocab.getty.edu/aat/300014515,thermoset
http://vocab.getty.edu/aat/300014553,polyimide
http://vocab.getty.edu/aat/300389999,polylactic acid
http://vocab.getty.edu/aat/300233668,factotum initials
http://vocab.getty.edu/aat/300048967,ceiling hangers
http://vocab.getty.edu/aat/300052161,coils (heat exchangers)
http://vocab.getty.edu/aat/300001988,barrier elements
http://vocab.getty.edu/aat/300419267,plastic drafting film
http://vocab.getty.edu/aat/300157800,<seed components as materials>
http://vocab.getty.edu/aat/300040866,<legs by design>
http://vocab.getty.edu/aat/300045319,rough hardware
http://vocab.getty.edu/aat/300078223,bathroom hardware
http://vocab.getty.edu/aat/300387351,oil pipelines
http://vocab.getty.edu/aat/300041156,slip seats
http://vocab.getty.edu/aat/300004021,<rooms and spaces by function>
http://vocab.getty.edu/aat/300003864,grade crossings
http://vocab.getty.edu/aat/300110004,<roofs by form: interior shape>
http://vocab.getty.edu/aat/300002791,doorframe components
http://vocab.getty.edu/aat/300446297,mēḍhī
http://vocab.getty.edu/aat/300003377,control joints
http://vocab.getty.edu/aat/300101066,bomoi
http://vocab.getty.edu/aat/300002779,exits
http://vocab.getty.edu/aat/300411485,coupures
http://vocab.getty.edu/aat/300446269,bhadravalokana
http://vocab.getty.edu/aat/300253117,cancellandums
http://vocab.getty.edu/aat/300117132,sherds
http://vocab.getty.edu/aat/300263317,rim sherds
http://vocab.getty.edu/aat/300262606,confessions (tombs)
http://vocab.getty.edu/aat/300446256,bhāraputra
http://vocab.getty.edu/aat/300002194,compass roofs
http://vocab.getty.edu/aat/300002188,hammer-beam roofs
http://vocab.getty.edu/aat/300070131,double-framed roofs
http://vocab.getty.edu/aat/300419401,safe rooms
http://vocab.getty.edu/aat/300004510,computer rooms
http://vocab.getty.edu/aat/300447395,anarpita
http://vocab.getty.edu/aat/300104300,steeple components
http://vocab.getty.edu/aat/300104723,façade components
http://vocab.getty.edu/aat/300004734,caveae
http://vocab.getty.edu/aat/300100100,fly lofts
http://vocab.getty.edu/aat/300033574,stop screws (mechanical stops)
http://vocab.getty.edu/aat/300079060,hand towel dispensers
http://vocab.getty.edu/aat/300079077,toilet safety rails
http://vocab.getty.edu/aat/300163155,float valves
http://vocab.getty.edu/aat/300002493,defensive wall components
http://vocab.getty.edu/aat/300040889,furniture knee components
http://vocab.getty.edu/aat/300004203,caldaria
http://vocab.getty.edu/aat/300106576,manual stations
http://vocab.getty.edu/aat/300033335,chain door fasteners
http://vocab.getty.edu/aat/300033327,barrel bolts
http://vocab.getty.edu/aat/300004173,carrels
http://vocab.getty.edu/aat/300004509,clean rooms
http://vocab.getty.edu/aat/300082041,manhole components
http://vocab.getty.edu/aat/300081612,flange hangers
http://vocab.getty.edu/aat/300081818,pocket style hangers
http://vocab.getty.edu/aat/300081820,plate saddle hangers
http://vocab.getty.edu/aat/300082037,variable hangers
http://vocab.getty.edu/aat/300048974,joist hangers
http://vocab.getty.edu/aat/300083029,scaenae components
http://vocab.getty.edu/aat/300083030,scaenae frontes
http://vocab.getty.edu/aat/300447341,navacatuṣkī
http://vocab.getty.edu/aat/300004536,health facility spaces
http://vocab.getty.edu/aat/300255002,fly towers
http://vocab.getty.edu/aat/300100082,stage components
http://vocab.getty.edu/aat/300004717,pulpita
http://vocab.getty.edu/aat/300100131,bastion components
http://vocab.getty.edu/aat/300002498,gorges (bastion components)
http://vocab.getty.edu/aat/300100142,battlement components
http://vocab.getty.edu/aat/300002597,embrasures (battlement components)
http://vocab.getty.edu/aat/300101214,upper stage components
http://vocab.getty.edu/aat/300101219,tarrases
http://vocab.getty.edu/aat/300101241,tiring house components
http://vocab.getty.edu/aat/300003847,underpasses
http://vocab.getty.edu/aat/300101808,signal gantries
http://vocab.getty.edu/aat/300003232,half-turn stairs
http://vocab.getty.edu/aat/300003233,halfpace stairs
http://vocab.getty.edu/aat/300073927,newel components
http://vocab.getty.edu/aat/300003294,newel collars
http://vocab.getty.edu/aat/300004050,suites (rooms)
http://vocab.getty.edu/aat/300004090,carports
http://vocab.getty.edu/aat/300004097,atriums (Roman halls)
http://vocab.getty.edu/aat/300004246,chases (wall spaces)
http://vocab.getty.edu/aat/300445642,living quarters
http://vocab.getty.edu/aat/300004413,ballrooms
http://vocab.getty.edu/aat/300077176,reception rooms
http://vocab.getty.edu/aat/300004394,auditoriums
http://vocab.getty.edu/aat/300004088,burial chambers
http://vocab.getty.edu/aat/300003120,window frame components
http://vocab.getty.edu/aat/300104106,street elevations
http://vocab.getty.edu/aat/300076214,coffered ceiling components
http://vocab.getty.edu/aat/300076303,pedestal components
http://vocab.getty.edu/aat/300001746,dadoes
http://vocab.getty.edu/aat/300001849,ledger boards
http://vocab.getty.edu/aat/300071887,channels (rolled sections)
http://vocab.getty.edu/aat/300001155,extradoses
http://vocab.getty.edu/aat/300052231,<fireplaces and fireplace components>
http://vocab.getty.edu/aat/300077190,single-hung windows
http://vocab.getty.edu/aat/300389716,dry-stacked joints
http://vocab.getty.edu/aat/300003402,blind joints
http://vocab.getty.edu/aat/300389714,shadow joints
http://vocab.getty.edu/aat/300078053,structural element components
http://vocab.getty.edu/aat/300107861,anthropomorphic supporting elements
http://vocab.getty.edu/aat/300078052,structural systems
http://vocab.getty.edu/aat/300001497,beams (structural elements)
http://vocab.getty.edu/aat/300052243,<domes and dome components>
http://vocab.getty.edu/aat/300002580,arcades (structural assemblies)
http://vocab.getty.edu/aat/300001966,lamella roofs
